epoch,train_loss,val_loss,train_acc,val_acc,train_top3_acc,val_top3_acc
1,3.8262461005030453,3.7826902866363525,2.8448275862068964,3.0927835051546393,8.706896551724139,9.965635738831615
2,3.761930581685659,3.7382368087768554,5.431034482758621,6.185567010309279,12.413793103448276,12.027491408934708
3,3.6816358695159086,3.805454158782959,5.948275862068965,3.4364261168384878,15.948275862068966,11.34020618556701
4,3.608598651112737,3.7077833652496337,7.155172413793103,6.8728522336769755,17.06896551724138,16.151202749140893
5,3.5059684289468303,3.8599251747131347,8.10344827586207,7.216494845360825,20.17241379310345,17.52577319587629
6,3.4176085446331954,3.485915017127991,10.344827586206897,10.309278350515465,23.362068965517242,24.398625429553263
7,3.283441717560227,3.4126852989196776,13.017241379310345,12.371134020618557,26.551724137931036,29.209621993127147
8,3.196645027882344,3.374328303337097,14.137931034482758,11.34020618556701,29.82758620689655,24.054982817869416
9,3.073500465702366,3.3570552587509157,17.67241379310345,10.996563573883162,35.08620689655172,28.522336769759452
10,2.993495973380836,3.1742562294006347,18.79310344827586,18.213058419243985,37.06896551724138,32.98969072164948
11,2.901227725518716,3.083722448348999,20.25862068965517,15.807560137457045,39.91379310344828,34.36426116838488
12,2.8256126223383724,3.134821152687073,21.810344827586206,18.213058419243985,45.51724137931034,35.738831615120276
13,2.7321093533490157,2.9309809923172,23.620689655172413,20.61855670103093,45.43103448275862,41.92439862542955
14,2.675939450392852,2.8744017124176025,23.70689655172414,20.61855670103093,48.53448275862069,44.329896907216494
15,2.631747580863334,2.9453259229660036,24.310344827586206,18.556701030927837,48.01724137931034,40.549828178694156
16,2.5312315773319556,2.81821448802948,26.896551724137932,17.869415807560138,52.327586206896555,42.61168384879725
17,2.5266980996003023,2.775286388397217,28.96551724137931,19.93127147766323,53.10344827586207,42.2680412371134
18,2.3979025692553133,2.712517833709717,30.603448275862068,25.77319587628866,57.5,45.70446735395189
19,2.4591960391482792,2.708232378959656,30.862068965517242,25.42955326460481,55.3448275862069,52.233676975945016
20,2.3118632999626367,2.681097674369812,32.672413793103445,26.804123711340207,62.1551724137931,44.329896907216494
21,2.3148151346155115,2.6578150510787966,34.39655172413793,26.804123711340207,59.39655172413793,50.171821305841924
22,2.263577625558183,2.5972101211547853,36.37931034482759,24.054982817869416,62.5,51.54639175257732
23,2.2444252903397017,2.5945732831954955,34.48275862068966,25.085910652920962,62.93103448275862,50.85910652920962
24,2.1521961527901725,2.48657808303833,36.293103448275865,30.927835051546392,63.96551724137931,54.29553264604811
25,2.195099772633733,2.5253892660140993,34.91379310344828,29.553264604810998,64.3103448275862,52.233676975945016
26,2.1315036786569133,2.5262381553649904,39.310344827586206,29.896907216494846,68.79310344827586,52.577319587628864
27,2.1942268255594612,2.576708984375,35.0,27.147766323024054,63.01724137931034,51.54639175257732
28,2.114896577757758,2.453826403617859,37.8448275862069,31.61512027491409,65.43103448275862,54.29553264604811
29,2.074596830316492,2.4948033809661867,41.206896551724135,31.61512027491409,66.72413793103448,54.29553264604811
30,2.0593411149205387,2.4786638498306273,39.48275862068966,31.61512027491409,68.27586206896552,54.982817869415804
31,2.0545351473060816,2.4216073513031007,39.741379310344826,30.927835051546392,67.5,58.07560137457045
32,2.022614959123972,2.3633310794830322,42.241379310344826,32.64604810996563,68.27586206896552,58.07560137457045
33,1.9696684495822803,2.418459486961365,42.8448275862069,28.522336769759452,70.43103448275862,56.013745704467354
34,1.9499153188756995,2.382947635650635,42.93103448275862,30.927835051546392,70.86206896551724,58.419243986254294
35,1.9303799577661462,2.443230724334717,45.689655172413794,33.333333333333336,71.29310344827586,53.264604810996566
36,1.935611077257105,2.3963789463043215,44.91379310344828,32.302405498281786,70.77586206896552,54.982817869415804
37,1.8880705865653786,2.3574750423431396,46.293103448275865,30.584192439862544,72.32758620689656,58.419243986254294
38,1.905564453150775,2.4036459922790527,45.3448275862069,32.64604810996563,72.75862068965517,56.70103092783505
39,1.8763181389989079,2.382982051372528,43.706896551724135,29.553264604810998,73.87931034482759,60.48109965635739
40,1.8787038938419238,2.4020044803619385,45.43103448275862,26.116838487972508,72.58620689655173,56.70103092783505
41,1.8832392338159922,2.3167197465896607,47.5,32.302405498281786,72.58620689655173,57.044673539518904
42,1.8410818737906378,2.3337720155715944,46.810344827586206,28.8659793814433,74.39655172413794,59.79381443298969
43,1.8122877752458728,2.352027106285095,47.672413793103445,29.553264604810998,74.05172413793103,54.982817869415804
44,1.7966061057271183,2.300507688522339,48.275862068965516,31.27147766323024,76.46551724137932,59.450171821305844
45,1.8208990032608445,2.3210217237472532,48.36206896551724,28.8659793814433,74.22413793103448,58.76288659793814
46,1.788201999019932,2.341371011734009,49.05172413793103,34.36426116838488,74.91379310344827,59.450171821305844
47,1.7453402119713861,2.2450061678886413,50.94827586206897,30.927835051546392,77.67241379310344,60.13745704467354
48,1.8088946116937172,2.2328667521476744,47.06896551724138,34.02061855670103,73.44827586206897,58.07560137457045
49,1.7090376164462115,2.232870316505432,51.37931034482759,31.27147766323024,78.01724137931035,60.824742268041234
50,1.706485413216256,2.250525152683258,50.51724137931034,31.95876288659794,77.24137931034483,62.88659793814433
51,1.7298478210294568,2.2737475752830507,50.3448275862069,33.333333333333336,74.39655172413794,60.824742268041234
52,1.7149469079198063,2.2239495277404786,49.6551724137931,32.98969072164948,76.20689655172414,59.450171821305844
53,1.6635194952423509,2.231542158126831,52.5,34.36426116838488,78.79310344827586,60.13745704467354
54,1.6921317351830971,2.2481724977493287,53.53448275862069,32.64604810996563,77.67241379310344,62.88659793814433
55,1.6440560012250334,2.171041524410248,52.8448275862069,32.98969072164948,78.62068965517241,61.16838487972509
56,1.6413398948875633,2.225730609893799,53.96551724137931,33.67697594501718,79.05172413793103,59.79381443298969
57,1.6353939610558588,2.1778125762939453,53.36206896551724,32.98969072164948,79.05172413793103,61.512027491408936
58,1.6172530071155444,2.234879183769226,55.43103448275862,36.42611683848797,80.08620689655173,59.106529209621996
59,1.653081845592808,2.17789511680603,53.87931034482759,35.738831615120276,78.44827586206897,62.19931271477663
60,1.6005976490072302,2.165155839920044,54.741379310344826,32.64604810996563,80.77586206896552,63.57388316151203
61,1.626068833711985,2.1483097314834594,53.62068965517241,33.67697594501718,78.10344827586206,61.512027491408936
62,1.6281330843229551,2.2040069103240967,53.10344827586207,34.707903780068726,78.96551724137932,60.48109965635739
63,1.6155888905396332,2.101951169967651,53.44827586206897,35.05154639175258,79.74137931034483,65.63573883161511
64,1.5532534718513489,2.1053385019302366,56.293103448275865,35.738831615120276,81.98275862068965,64.26116838487972
65,1.5708915446255658,2.1304433226585386,56.63793103448276,34.02061855670103,81.12068965517241,64.26116838487972
66,1.5588227993733175,2.115992784500122,55.60344827586207,34.707903780068726,81.72413793103448,67.69759450171821
67,1.5727735467859216,2.0884965777397158,54.48275862068966,36.08247422680412,80.08620689655173,64.94845360824742
68,1.5315188813853908,2.105260229110718,56.63793103448276,32.98969072164948,82.41379310344827,63.57388316151203
69,1.5358420964833852,2.089477336406708,55.86206896551724,33.333333333333336,81.89655172413794,62.19931271477663
70,1.5503735316766274,2.099555218219757,56.12068965517241,35.39518900343643,80.6896551724138,64.94845360824742
71,1.522792371543678,2.0456482768058777,57.58620689655172,36.42611683848797,80.94827586206897,65.29209621993127
72,1.537718811550656,2.051911211013794,56.37931034482759,35.39518900343643,82.84482758620689,62.88659793814433
73,1.4860856629706718,2.1305349707603454,57.1551724137931,34.36426116838488,83.1896551724138,65.29209621993127
74,1.5096997956971865,2.058440637588501,57.672413793103445,36.08247422680412,82.84482758620689,63.91752577319588
75,1.500035724124393,2.079488015174866,58.62068965517241,36.42611683848797,82.58620689655173,64.26116838487972
76,1.5017362994116705,2.0244486570358275,56.46551724137931,38.144329896907216,82.58620689655173,65.63573883161511
77,1.5035255792978648,2.0702214360237123,58.10344827586207,36.42611683848797,81.8103448275862,66.32302405498282
78,1.4375435983812488,2.0416467666625975,61.55172413793103,35.05154639175258,84.3103448275862,67.35395189003437
79,1.5140289261534408,2.0420180916786195,58.96551724137931,33.67697594501718,82.5,64.94845360824742
80,1.4843908065074198,2.0527376413345335,57.672413793103445,35.05154639175258,82.5,66.32302405498282
81,1.446171280500051,2.0393179416656495,59.827586206896555,36.76975945017182,83.53448275862068,63.91752577319588
82,1.4195630292634707,2.0653718590736387,60.172413793103445,36.76975945017182,84.65517241379311,66.32302405498282
83,1.4405111751040898,2.023539590835571,59.224137931034484,37.45704467353952,83.62068965517241,65.97938144329896
84,1.419872200166857,2.0473986625671388,61.724137931034484,38.487972508591064,85.60344827586206,64.94845360824742
85,1.4447872413171303,2.0212812304496763,61.37931034482759,37.11340206185567,85.0,65.63573883161511
86,1.4283002937162244,2.0222112774848937,62.5,37.11340206185567,84.82758620689656,64.60481099656357
87,1.4224995890179195,2.016983377933502,60.51724137931034,37.45704467353952,84.22413793103448,65.29209621993127
88,1.4272512809650317,2.04378479719162,60.689655172413794,39.175257731958766,85.08620689655173,65.97938144329896
89,1.4105634818205963,2.006619930267334,62.8448275862069,37.80068728522337,85.08620689655173,64.94845360824742
90,1.3739944793082572,2.02194504737854,62.241379310344826,38.144329896907216,85.86206896551724,65.63573883161511
91,1.376630257915806,2.0161579489707946,64.05172413793103,39.175257731958766,84.91379310344827,65.63573883161511
92,1.37835638265352,2.0190370321273803,64.22413793103448,37.80068728522337,85.6896551724138,65.97938144329896
93,1.419523896397771,2.020518982410431,61.98275862068966,38.487972508591064,84.48275862068965,66.32302405498282
94,1.3702872798249528,2.0171727895736695,64.13793103448276,38.83161512027491,85.77586206896552,65.63573883161511
95,1.399135275467022,2.0167967200279238,63.10344827586207,38.487972508591064,84.82758620689656,65.97938144329896
96,1.362043960674389,2.0163573026657104,64.22413793103448,39.175257731958766,86.8103448275862,66.32302405498282
97,1.4047794293712925,2.0129727721214294,62.41379310344828,38.487972508591064,85.60344827586206,66.66666666666667
98,1.401219955972723,2.015550172328949,63.53448275862069,38.83161512027491,85.34482758620689,66.66666666666667
99,1.3588141525113904,2.015239989757538,63.10344827586207,38.83161512027491,85.43103448275862,66.66666666666667
100,1.3821555279396676,2.0151617527008057,62.93103448275862,38.83161512027491,86.20689655172414,67.01030927835052
