epoch,train_loss,val_loss,train_acc,val_acc
1,2.0217995007832843,1.730137437582016,25.88235294117647,35.47008547008547
2,1.6847225824991863,1.5912857353687286,32.83422459893048,38.888888888888886
3,1.5732327262560526,1.5553354620933533,37.11229946524064,37.60683760683761
4,1.453627343972524,1.385458618402481,42.032085561497325,47.00854700854701
5,1.2394196967283884,1.2060315161943436,53.36898395721925,54.27350427350427
6,1.0951566656430562,1.0577092319726944,58.93048128342246,60.68376068376068
7,0.922792128721873,0.9852393120527267,64.38502673796792,63.675213675213676
8,0.8648682196935018,0.9436222314834595,64.81283422459893,64.52991452991454
9,0.7684058845043182,0.8806255087256432,70.05347593582887,66.23931623931624
10,0.7249180922905604,0.7595818564295769,74.33155080213903,67.52136752136752
11,0.628734114766121,0.7934107966721058,75.50802139037434,69.23076923076923
12,0.5154292186101278,0.8089008927345276,81.28342245989305,69.23076923076923
13,0.4885546386241913,0.6946426741778851,80.53475935828877,75.21367521367522
14,0.40764806419610977,0.7784043289721012,84.49197860962566,73.07692307692308
15,0.4026885857184728,0.6797353252768517,84.91978609625669,74.78632478632478
16,0.29767830967903136,0.680067639797926,90.37433155080214,75.21367521367522
17,0.23423605660597482,0.6104232780635357,92.62032085561498,76.4957264957265
18,0.23518715078632038,0.6595406718552113,92.83422459893048,76.4957264957265
19,0.32060455878575644,0.6077121198177338,88.55614973262033,79.91452991452991
20,0.14492017428080242,0.6722506247460842,95.93582887700535,77.77777777777777
21,0.09452191802362601,0.685964897274971,98.28877005347593,77.77777777777777
22,0.06506237604965766,0.7273840606212616,98.82352941176471,78.63247863247864
23,0.07044802491242687,0.7080434001982212,98.93048128342247,79.91452991452991
24,0.05039986443395416,0.6607726216316223,99.03743315508021,79.48717948717949
25,0.02935084082807104,0.6574033293873072,99.89304812834224,81.62393162393163
26,0.022631717985495924,0.6773042269051075,100.0,79.91452991452991
27,0.018561433519547185,0.7047948464751244,100.0,79.91452991452991
28,0.014745559745157759,0.6951379366219044,100.0,79.05982905982906
29,0.012497335175673167,0.6847052089869976,100.0,79.91452991452991
30,0.011264151614159345,0.7027055695652962,100.0,79.91452991452991
31,0.009771209303289652,0.6886809840798378,100.0,79.48717948717949
32,0.009347201658723254,0.7006778083741665,100.0,79.91452991452991
33,0.008605139423161745,0.7050286009907722,100.0,79.91452991452991
34,0.008041863469406963,0.7130022011697292,100.0,80.34188034188034
35,0.007819576406230528,0.7076846621930599,100.0,79.91452991452991
36,0.007310620066709817,0.7132047340273857,100.0,79.91452991452991
37,0.00710405595600605,0.7134345285594463,100.0,79.91452991452991
38,0.006867229325386385,0.7094624601304531,100.0,79.48717948717949
39,0.006837181902180116,0.716280996799469,100.0,79.91452991452991
40,0.0066931065637618305,0.7167464680969715,100.0,80.76923076923077
41,0.0064883481633539,0.717284806072712,100.0,80.34188034188034
42,0.006522329493115346,0.717961098998785,100.0,80.34188034188034
43,0.0062605040691172086,0.7167760245501995,100.0,80.34188034188034
44,0.0062239640004312,0.7183036580681801,100.0,80.34188034188034
45,0.006214659591205418,0.7177721224725246,100.0,79.91452991452991
46,0.006097220140509308,0.7178096100687981,100.0,79.91452991452991
47,0.006101813904630641,0.7183273285627365,100.0,79.91452991452991
48,0.006152773912375172,0.7181752286851406,100.0,79.91452991452991
49,0.006108586474632223,0.7183888293802738,100.0,79.91452991452991
50,0.006087115205203494,0.7184174209833145,100.0,79.91452991452991
