epoch,train_loss,val_loss,train_acc,val_acc,train_top3_acc,val_top3_acc
1,1.4780794510970245,1.3440916121006012,35.51724137931034,39.86254295532646,78.36206896551724,82.81786941580756
2,1.3357183192227338,1.2440805196762086,41.98275862068966,49.14089347079038,81.98275862068965,88.31615120274914
3,1.1960575967221647,1.3352299451828002,50.51724137931034,43.29896907216495,88.70689655172414,83.50515463917526
4,1.1086128595713023,1.1147201731801033,55.775862068965516,52.233676975945016,90.94827586206897,90.03436426116839
5,0.9740628487355,0.9345727920532226,60.51724137931034,62.54295532646048,93.27586206896552,94.84536082474227
6,0.875967483262758,0.81470687687397,65.60344827586206,67.35395189003437,95.08620689655173,95.18900343642612
7,0.7177532830753842,0.7631920665502548,73.27586206896552,70.44673539518901,96.8103448275862,96.21993127147766
8,0.7235671386525437,0.9060543015599251,73.62068965517241,61.855670103092784,96.63793103448276,96.21993127147766
9,0.7268235554566255,0.7667561918497086,70.94827586206897,71.8213058419244,96.72413793103448,96.90721649484536
10,0.6894296601011947,0.6370935827493668,74.39655172413794,77.31958762886597,96.72413793103448,96.90721649484536
11,0.557967181141312,0.5772297967225313,79.22413793103448,76.28865979381443,97.06896551724138,97.59450171821305
12,0.4668329209089279,0.5228992622345686,82.75862068965517,81.44329896907216,97.75862068965517,97.59450171821305
13,0.4508278245055998,0.4554641630500555,83.44827586206897,80.75601374570446,98.70689655172414,98.96907216494846
14,0.44381605330351237,0.510063636302948,83.10344827586206,79.38144329896907,98.62068965517241,98.28178694158076
15,0.38873125814102794,0.7022188693284989,86.89655172413794,73.53951890034364,98.96551724137932,96.90721649484536
16,0.355373161467346,0.43505606055259705,87.93103448275862,83.50515463917526,99.3103448275862,97.9381443298969
17,0.39785325929925247,0.46707435213029386,85.94827586206897,80.06872852233677,98.79310344827586,96.90721649484536
18,0.31754467173202616,0.38822892140597104,89.65517241379311,85.2233676975945,98.96551724137932,98.96907216494846
19,0.30019753386039993,0.5267097972333431,88.96551724137932,80.06872852233677,99.74137931034483,97.59450171821305
20,0.289392865187413,0.39398187659680844,90.17241379310344,83.16151202749141,99.22413793103448,98.96907216494846
21,0.2736878324602101,0.3688040539622307,90.08620689655173,86.25429553264605,99.65517241379311,98.62542955326461
22,0.2515713622843897,0.39620320647954943,91.20689655172414,83.16151202749141,99.91379310344827,98.96907216494846
23,0.2315384254262254,0.3872599847614765,92.67241379310344,83.16151202749141,99.82758620689656,98.62542955326461
24,0.1871778177651199,0.39747110605239866,93.70689655172414,81.44329896907216,100.0,99.3127147766323
25,0.18558782188070788,0.45911604138091205,93.36206896551724,80.41237113402062,99.48275862068965,99.3127147766323
26,0.18310137979082158,0.3304967310279608,93.87931034482759,85.56701030927834,99.82758620689656,98.96907216494846
27,0.16000902687979712,0.38048059195280076,94.22413793103448,85.91065292096219,99.91379310344827,98.28178694158076
28,0.15590656337303085,0.3611037231981754,94.74137931034483,84.87972508591065,99.74137931034483,99.3127147766323
29,0.14289068380320394,0.331437361240387,95.6896551724138,86.25429553264605,99.82758620689656,99.65635738831615
30,0.12405458002074345,0.3305034749209881,96.20689655172414,84.19243986254295,100.0,99.65635738831615
31,0.13024434165374651,0.31306117167696357,96.03448275862068,84.87972508591065,99.82758620689656,99.3127147766323
32,0.11811603434585236,0.2972992580384016,96.63793103448276,85.56701030927834,100.0,99.65635738831615
33,0.10285321003883272,0.31031891256570815,97.15517241379311,86.25429553264605,99.91379310344827,99.65635738831615
34,0.09418848962397189,0.31255986653268336,97.75862068965517,85.2233676975945,100.0,98.96907216494846
35,0.10217412697100961,0.3097742386162281,96.20689655172414,86.25429553264605,99.91379310344827,99.3127147766323
36,0.0983540567292555,0.3244180202484131,96.55172413793103,86.5979381443299,100.0,99.3127147766323
37,0.08547825376326973,0.2880378134548664,98.1896551724138,86.94158075601375,100.0,99.65635738831615
38,0.0892715736015423,0.2928782247006893,97.5,86.5979381443299,100.0,99.65635738831615
39,0.07370321495408141,0.2874369103461504,98.44827586206897,87.2852233676976,100.0,98.96907216494846
40,0.07577882543508266,0.2980078149586916,98.10344827586206,86.94158075601375,99.82758620689656,99.3127147766323
41,0.09230911087345432,0.28600945323705673,97.67241379310344,87.97250859106529,99.91379310344827,99.65635738831615
42,0.06405579339008073,0.29204351641237736,98.44827586206897,87.2852233676976,100.0,99.65635738831615
43,0.06904877596408934,0.3008228693157434,98.79310344827586,87.2852233676976,100.0,99.65635738831615
44,0.07529642399576669,0.2969466596841812,97.84482758620689,86.5979381443299,100.0,99.3127147766323
45,0.07247113162097898,0.29423799365758896,98.01724137931035,86.94158075601375,100.0,99.65635738831615
46,0.06814077056038219,0.2941002734005451,98.1896551724138,86.94158075601375,100.0,99.3127147766323
47,0.06286659086676868,0.2973828364163637,98.70689655172414,86.5979381443299,100.0,99.3127147766323
48,0.06315750945862886,0.2958952318876982,98.53448275862068,86.94158075601375,100.0,99.3127147766323
49,0.05772038961987238,0.29588029719889164,98.96551724137932,86.5979381443299,100.0,99.3127147766323
50,0.06615706481593284,0.29572470001876355,98.44827586206897,86.94158075601375,100.0,99.3127147766323
